wall_time,step,value,tag,source_file
1788856048.1287644,6426,0.6974761486053467,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861563.0411093,6427,0.582672119140625,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788856123.3202937,6480,0.6891894340515137,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861634.1168535,6481,0.6029696464538574,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788856195.9615524,6534,0.7185065746307373,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861703.7408304,6535,0.600034236907959,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788856267.4633718,6588,0.7003417015075684,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861774.6683638,6589,0.58241868019104,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788856341.608515,6642,0.6917986869812012,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861844.9930959,6643,0.6056315898895264,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788856416.4369276,6696,0.7109694480895996,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861915.9408944,6697,0.5848796367645264,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788856488.3064601,6750,0.7335052490234375,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788861988.8175254,6751,0.590613842010498,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788856561.6632082,6804,0.6910896301269531,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788862059.5361452,6805,0.6034121513366699,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788856634.0115185,6858,0.7125775814056396,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788862129.9878016,6859,0.5830874443054199,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788856706.8940313,6912,0.7421443462371826,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788862202.7314405,6913,0.5954840183258057,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788856780.8301463,6966,0.6858410835266113,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788862274.2868488,6967,0.6038191318511963,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788856853.589992,7020,0.6887936592102051,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788862346.4891024,7021,0.6022310256958008,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788856926.0761771,7074,0.692901611328125,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788862418.8216965,7075,0.5974576473236084,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788857001.4713004,7128,0.7282257080078125,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788862489.4632664,7129,0.5923671722412109,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788857073.111499,7182,0.7186551094055176,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788862561.1459434,7183,0.6074223518371582,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788857145.6368988,7236,0.696922779083252,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788862630.5383012,7237,0.6094691753387451,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788857217.44372,7290,0.7512872219085693,EvalStats/avg_loader_time,events.out.tfevents.1788847201.edb6b53e03c7.226.0
1788862701.383901,7291,0.5904541015625,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788862772.7351844,7345,0.6039135456085205,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788862843.3818629,7399,0.5774688720703125,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788862914.564635,7453,0.6090338230133057,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788862984.1983135,7507,0.5947556495666504,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863055.3628209,7561,0.5838513374328613,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863125.7994702,7615,0.6420028209686279,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863198.11032,7669,0.6157875061035156,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863269.398489,7723,0.5995745658874512,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863338.5296853,7777,0.6072628498077393,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863410.5415423,7831,0.5927004814147949,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863480.8588645,7885,0.6097030639648438,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
1788863555.3909512,7939,0.6214561462402344,EvalStats/avg_loader_time,events.out.tfevents.1788858557.70e4c9446eae.170.0
